Date,Location,Latitude,Longitude,Temperature (°C),Humidity (%),Wind_Speed (m/s),Solar_Irradiance (W/m²),Cloud_Cover (%),Precipitation (mm),Sunshine_Hours,Month,Season,Solar_Energy_Output (kWh)
2025-01-30,Bangalore,12.9716,77.5946,28.7,42.6412837645607,4.47,775.4,29.32755764531489,1.5,5.1,1,Winter,36.89
2025-01-31,Delhi,28.6139,77.209,34.4,32.1358192120496,3.99,712.5,29.53582888804471,3.8,1.9,1,Winter,33.79
2025-02-01,Jaipur,26.9124,75.7873,25.3,80.8937720512782,2.61,661.7,0.2457671473233276,1.5,8.2,2,Winter,34.63
2025-02-02,Jaipur,26.9124,75.7873,30.5,65.63304465062112,3.89,815.0,45.61015326934394,0.4,10.9,2,Winter,42.99
2025-02-03,Bangalore,12.9716,77.5946,27.3,37.090300375711635,1.71,735.9,11.26516588024958,0.2,6.3,2,Winter,37.14
2025-02-04,Hyderabad,17.385,78.4867,33.0,57.4285276121194,3.66,838.2,18.00653032544483,2.1,6.0,2,Winter,43.95
2025-02-05,Bangalore,12.9716,77.5946,33.5,58.06458481328639,4.46,841.7,44.5577720430841,2.4,7.1,2,Winter,41.8
2025-02-06,Kolkata,22.5726,88.3639,31.4,34.4200179115746,3.97,721.4,29.500859938071567,2.0,12.0,2,Winter,36.36
2025-02-07,Ahmedabad,23.0225,72.5714,36.7,48.310370706922704,2.02,912.8,37.11432939522672,0.8,10.1,2,Winter,47.28
2025-02-08,Delhi,28.6139,77.209,31.1,61.796578465104815,3.26,945.7,60.66408141866998,4.1,6.6,2,Winter,45.09
2025-02-09,Chennai,13.0827,80.2707,30.4,10.0,2.39,683.3,0.0,1.4,9.6,2,Winter,34.52
2025-02-10,Delhi,28.6139,77.209,24.2,76.55581095668245,2.84,609.1,0.0,2.2,10.1,2,Winter,31.17
2025-02-11,Hyderabad,17.385,78.4867,27.6,51.24349280974711,4.39,871.2,23.029714091061884,2.4,8.0,2,Winter,45.22
2025-02-12,Ahmedabad,23.0225,72.5714,30.4,18.59993909859994,4.61,657.0,9.031658722757397,0.9,5.4,2,Winter,35.17
2025-02-13,Hyderabad,17.385,78.4867,28.1,26.27707878639407,4.48,696.3,18.24682413695802,3.1,10.1,2,Winter,35.18
2025-02-14,Chennai,13.0827,80.2707,29.0,57.88746445827783,4.22,702.0,48.78576458586705,0.4,8.9,2,Winter,35.96
2025-02-15,Bangalore,12.9716,77.5946,33.2,67.7386718991884,4.41,662.5,34.30320735108023,1.4,6.7,2,Winter,32.68
2025-02-16,Kolkata,22.5726,88.3639,26.2,27.207892094222768,3.63,743.4,43.828516712878645,0.8,9.4,2,Winter,37.39
2025-02-17,Pune,18.5204,73.8567,26.7,45.524202470741365,4.97,789.1,62.20004610185313,3.1,8.3,2,Winter,39.26
2025-02-18,Jaipur,26.9124,75.7873,38.8,31.03926526198106,2.53,733.5,27.302569991385063,2.6,8.6,2,Winter,36.26
2025-02-19,Chennai,13.0827,80.2707,35.3,67.26902963033855,3.71,726.5,34.63784166087843,0.0,5.4,2,Winter,34.12
2025-02-20,Hyderabad,17.385,78.4867,36.6,50.25422794317056,4.81,735.1,44.844219310676294,1.4,11.0,2,Winter,36.45
2025-02-21,Jaipur,26.9124,75.7873,27.9,40.1254660348659,3.83,786.6,47.293610907121256,0.4,6.6,2,Winter,39.47
2025-02-22,Delhi,28.6139,77.209,32.5,69.94925425219004,2.43,839.7,37.02994901284274,0.5,5.2,2,Winter,41.66
2025-02-23,Bangalore,12.9716,77.5946,28.3,76.41920796632354,4.04,514.4,35.932266466145734,0.7,7.3,2,Winter,24.26
2025-02-24,Kolkata,22.5726,88.3639,39.0,84.07414140553436,2.56,560.5,33.38842587068926,0.8,9.1,2,Winter,29.13
2025-02-25,Jaipur,26.9124,75.7873,30.1,39.0377962551846,4.36,719.0,32.920657844408915,1.9,9.3,2,Winter,38.79
2025-02-26,Chennai,13.0827,80.2707,26.2,54.27483145950354,2.33,684.1,5.919226049792108,1.4,8.2,2,Winter,36.06
2025-02-27,Jaipur,26.9124,75.7873,32.8,53.79714139734318,2.68,506.1,45.005415694998874,1.3,8.6,2,Winter,24.43
2025-02-28,Chennai,13.0827,80.2707,26.5,36.88077901046889,4.85,726.6,2.2617956928724823,2.0,8.9,2,Winter,37.57
2025-03-01,Pune,18.5204,73.8567,25.8,58.05716745207522,1.99,715.8,29.177110075818444,2.2,5.5,3,Summer,37.58
2025-03-02,Pune,18.5204,73.8567,37.2,63.596519352703055,3.42,624.3,9.846996168182107,0.1,7.6,3,Summer,31.34
2025-03-03,Jaipur,26.9124,75.7873,32.0,59.32402083581079,3.47,838.1,25.20081005233846,1.6,8.7,3,Summer,44.17
2025-03-04,Delhi,28.6139,77.209,37.8,46.77789548200068,3.39,786.4,24.272495166416746,3.1,4.7,3,Summer,39.08
2025-03-05,Hyderabad,17.385,78.4867,30.2,24.1644700411967,3.11,633.8,13.93777492383913,4.9,9.3,3,Summer,33.1
2025-03-06,Chennai,13.0827,80.2707,33.2,42.960153454906994,2.36,642.4,20.763558124086252,3.3,9.0,3,Summer,34.03
2025-03-07,Pune,18.5204,73.8567,28.6,26.44415574447519,3.36,650.1,29.8548811501702,0.6,9.0,3,Summer,33.26
2025-03-08,Ahmedabad,23.0225,72.5714,29.5,38.93753972088291,4.28,790.5,0.0,1.1,7.6,3,Summer,40.31
2025-03-09,Jaipur,26.9124,75.7873,27.4,44.382790803265635,2.13,632.0,18.962319828308374,1.7,7.7,3,Summer,31.04
2025-03-10,Delhi,28.6139,77.209,21.9,64.89456568088843,4.21,744.7,5.95290861659846,0.9,9.2,3,Summer,38.28
2025-03-11,Chennai,13.0827,80.2707,37.0,72.43303842780892,2.83,920.1,28.720221452248733,2.8,8.5,3,Summer,46.07
2025-03-12,Ahmedabad,23.0225,72.5714,26.0,54.35787555833897,3.48,637.7,15.99873979081404,2.6,5.9,3,Summer,30.93
2025-03-13,Delhi,28.6139,77.209,27.4,33.42456086381411,3.46,717.2,10.640578685699051,2.4,11.1,3,Summer,38.88
2025-03-14,Pune,18.5204,73.8567,28.8,30.493249932833304,5.21,780.2,12.758430177147378,2.3,11.8,3,Summer,41.71
2025-03-15,Chennai,13.0827,80.2707,28.5,33.51688510030915,4.8,527.9,40.71559858403123,2.2,7.8,3,Summer,28.04
2025-03-16,Pune,18.5204,73.8567,27.6,61.33622222449667,4.52,683.8,40.91874617348179,1.4,9.6,3,Summer,35.15
2025-03-17,Ahmedabad,23.0225,72.5714,31.7,55.25295841200976,4.2,655.7,0.0,1.1,6.7,3,Summer,33.61
2025-03-18,Ahmedabad,23.0225,72.5714,29.6,20.956551859601465,3.77,761.1,24.038104199651595,4.2,11.5,3,Summer,38.95
2025-03-19,Ahmedabad,23.0225,72.5714,35.1,74.81177591444995,3.51,852.9,40.788205790189274,0.7,9.6,3,Summer,44.05
2025-03-20,Bangalore,12.9716,77.5946,36.7,77.18795126250289,3.19,742.5,6.478327143750832,1.9,10.2,3,Summer,38.35
2025-03-21,Jaipur,26.9124,75.7873,32.2,44.29987169752426,4.13,754.2,23.518460692183695,3.4,10.2,3,Summer,39.45
2025-03-22,Jaipur,26.9124,75.7873,35.6,66.81995294403538,4.03,673.5,19.40975908332034,2.1,4.8,3,Summer,32.16
2025-03-23,Bangalore,12.9716,77.5946,29.6,37.28619521017469,4.15,779.1,24.712995484738162,1.6,6.5,3,Summer,39.37
2025-03-24,Kolkata,22.5726,88.3639,29.8,47.02016014201822,4.44,518.3,23.291275305923914,0.6,8.6,3,Summer,25.25
2025-03-25,Hyderabad,17.385,78.4867,25.7,48.20910347290491,5.0,840.5,29.84073226123613,1.4,8.3,3,Summer,41.91
2025-03-26,Hyderabad,17.385,78.4867,28.2,25.048763990542472,3.37,481.8,5.036698284755275,0.1,10.3,3,Summer,27.81
2025-03-27,Hyderabad,17.385,78.4867,30.2,50.528280852454664,3.65,866.4,44.1320173445872,0.3,5.5,3,Summer,43.42
2025-03-28,Ahmedabad,23.0225,72.5714,28.1,68.6606085392745,2.63,845.7,0.0,4.0,6.6,3,Summer,42.35
2025-03-29,Chennai,13.0827,80.2707,31.0,58.80964371388352,2.16,629.1,16.165791703209905,0.7,7.2,3,Summer,31.06
2025-03-30,Pune,18.5204,73.8567,29.4,73.14674370761769,2.56,547.8,35.30578091047079,1.7,9.6,3,Summer,26.65
2025-03-31,Delhi,28.6139,77.209,31.0,70.68518826002591,3.12,736.7,19.612486407045054,0.8,8.6,3,Summer,37.83
2025-04-01,Jaipur,26.9124,75.7873,18.1,25.490166056057966,4.15,864.1,23.66174799267075,1.6,5.9,4,Summer,41.7
2025-04-02,Bangalore,12.9716,77.5946,43.1,51.15977924155046,3.65,712.6,25.60103396884499,1.6,9.2,4,Summer,37.61
2025-04-03,Chennai,13.0827,80.2707,31.7,48.781726726152776,3.96,891.6,25.917623322187104,0.3,9.1,4,Summer,45.31
2025-04-04,Jaipur,26.9124,75.7873,24.7,63.63343587221816,4.29,691.8,45.08328402288496,0.2,8.4,4,Summer,34.86
2025-04-05,Hyderabad,17.385,78.4867,32.2,33.02632952139129,3.09,880.5,21.89632994651665,2.5,7.4,4,Summer,43.51
2025-04-06,Chennai,13.0827,80.2707,25.8,50.0353116494511,2.4,721.9,9.531103097250732,1.0,4.9,4,Summer,36.88
2025-04-07,Kolkata,22.5726,88.3639,29.0,42.25141018749268,5.45,928.5,29.818879507432634,2.0,9.7,4,Summer,46.97
2025-04-08,Kolkata,22.5726,88.3639,29.5,42.73462466265569,3.95,981.7,32.32505415860004,1.9,8.6,4,Summer,49.81
2025-04-09,Chennai,13.0827,80.2707,35.3,75.70235731731587,2.5,874.2,37.69665518811937,1.3,10.0,4,Summer,42.85
2025-04-10,Ahmedabad,23.0225,72.5714,37.3,55.86193305498481,3.19,825.7,26.08411925888221,2.5,6.9,4,Summer,41.9
2025-04-11,Delhi,28.6139,77.209,24.6,45.86222457651276,3.25,859.5,5.659594039532131,0.7,7.0,4,Summer,45.47
2025-04-12,Delhi,28.6139,77.209,31.3,46.328731998217016,1.78,821.5,16.10614949577093,0.2,9.0,4,Summer,41.32
2025-04-13,Chennai,13.0827,80.2707,34.8,41.801471093699064,2.93,768.4,15.136416445975275,1.5,8.2,4,Summer,40.04
2025-04-14,Pune,18.5204,73.8567,26.2,35.14149911100118,3.1,757.7,53.0632988971362,2.3,4.0,4,Summer,35.87
2025-04-15,Hyderabad,17.385,78.4867,33.9,57.692826414799434,3.2,853.0,29.802163237522812,0.1,5.9,4,Summer,40.85
2025-04-16,Delhi,28.6139,77.209,33.0,69.44286527937153,2.17,778.1,25.513995775344025,0.4,7.6,4,Summer,38.07
2025-04-17,Pune,18.5204,73.8567,20.8,42.20215430841104,4.52,666.4,27.79133825013154,1.5,9.3,4,Summer,34.35
2025-04-18,Kolkata,22.5726,88.3639,22.9,48.3284041603243,3.96,767.8,29.84413057207754,3.4,10.6,4,Summer,37.63
2025-04-19,Delhi,28.6139,77.209,23.8,74.81715986401164,4.28,918.5,10.705845192229987,1.6,7.6,4,Summer,46.42
2025-04-20,Delhi,28.6139,77.209,44.1,77.11175747031153,3.26,650.8,41.7275342601756,1.1,5.2,4,Summer,29.92
2025-04-21,Kolkata,22.5726,88.3639,24.2,51.31328136613961,1.94,722.0,18.365397633499946,1.6,6.8,4,Summer,35.69
2025-04-22,Pune,18.5204,73.8567,28.5,46.52521972291785,2.83,841.1,16.83973586495358,2.4,5.0,4,Summer,42.78
2025-04-23,Chennai,13.0827,80.2707,21.8,48.214502959774855,3.57,820.6,41.43712022411157,0.3,5.8,4,Summer,41.11
2025-04-24,Ahmedabad,23.0225,72.5714,33.3,65.54207141415736,3.76,684.3,31.966107576104967,3.1,10.7,4,Summer,34.45
2025-04-25,Jaipur,26.9124,75.7873,29.6,52.985067014810625,3.66,710.6,0.0,0.1,7.5,4,Summer,35.66
2025-04-26,Pune,18.5204,73.8567,37.5,72.20753116887758,3.68,713.5,24.199199988941576,2.7,7.9,4,Summer,35.6
2025-04-27,Bangalore,12.9716,77.5946,36.6,45.04915264159937,2.23,809.1,26.741068124384334,1.5,8.6,4,Summer,39.96
2025-04-28,Ahmedabad,23.0225,72.5714,32.5,35.09832524439373,3.47,680.1,29.1068939435629,0.4,6.0,4,Summer,32.29
2025-04-29,Chennai,13.0827,80.2707,25.7,27.671946232360792,4.71,663.5,18.015887307627203,0.4,5.3,4,Summer,33.52
2025-04-30,Kolkata,22.5726,88.3639,22.6,73.32732292448075,2.53,748.9,8.38064999113642,1.8,11.0,4,Summer,39.99
2025-05-01,Bangalore,12.9716,77.5946,27.2,39.33008862990922,3.29,762.5,26.399405626139394,2.2,10.7,5,Summer,40.43
2025-05-02,Bangalore,12.9716,77.5946,22.0,62.88241520258593,3.29,775.1,8.677232088882683,0.1,10.7,5,Summer,40.32
2025-05-03,Jaipur,26.9124,75.7873,31.9,47.38596812359528,2.3,670.1,40.3644408928316,0.5,8.4,5,Summer,33.97
2025-05-04,Hyderabad,17.385,78.4867,35.2,47.991934118177795,2.61,658.7,38.29964165627779,0.6,7.0,5,Summer,33.95
2025-05-05,Delhi,28.6139,77.209,28.1,42.003510195906344,5.06,650.9,29.46833305560473,2.6,12.0,5,Summer,33.25
2025-05-06,Pune,18.5204,73.8567,22.4,45.52794403589986,3.39,703.6,14.59347889123323,1.7,7.6,5,Summer,35.24
2025-05-07,Pune,18.5204,73.8567,32.1,53.96922160960782,5.01,796.7,34.428012738783124,1.0,9.6,5,Summer,40.04
2025-05-08,Delhi,28.6139,77.209,37.7,51.260931027950505,4.28,687.6,54.662290613184396,2.0,8.5,5,Summer,33.45
2025-05-09,Ahmedabad,23.0225,72.5714,30.0,31.96548577384299,3.23,825.4,47.97698257540418,0.0,9.2,5,Summer,42.19
2025-05-10,Pune,18.5204,73.8567,30.7,31.024685940185186,4.67,834.0,44.2384692640297,0.9,9.9,5,Summer,43.64
2025-05-11,Bangalore,12.9716,77.5946,25.7,43.79576909312466,1.97,778.0,27.521501464491852,1.8,8.2,5,Summer,37.93
2025-05-12,Chennai,13.0827,80.2707,31.5,52.47002499233604,2.75,952.3,22.74638913310448,3.1,10.1,5,Summer,48.63
2025-05-13,Chennai,13.0827,80.2707,27.0,69.86152214919173,3.33,697.7,20.212350705047314,4.2,8.2,5,Summer,36.28
2025-05-14,Ahmedabad,23.0225,72.5714,34.1,49.35748071664284,3.43,702.9,9.786619228549897,2.0,9.0,5,Summer,37.75
2025-05-15,Bangalore,12.9716,77.5946,27.5,61.4039629320225,3.55,723.2,21.12312050601876,1.1,6.7,5,Summer,36.27
2025-05-16,Jaipur,26.9124,75.7873,27.1,43.32997840670615,3.4,634.2,43.46132833314752,2.1,9.7,5,Summer,31.59
2025-05-17,Chennai,13.0827,80.2707,33.1,50.551691421615345,2.54,769.4,60.150573751787014,2.8,9.8,5,Summer,37.5
2025-05-18,Chennai,13.0827,80.2707,29.2,34.65004748892862,4.8,663.5,17.574303782562257,1.1,4.7,5,Summer,33.46
2025-05-19,Pune,18.5204,73.8567,27.5,66.22886021832811,3.14,765.2,21.04625310216716,0.5,7.1,5,Summer,39.25
2025-05-20,Delhi,28.6139,77.209,33.7,59.05078798762477,4.32,779.0,43.253156635570036,1.5,10.0,5,Summer,40.61
2025-05-21,Bangalore,12.9716,77.5946,35.9,58.20474222513928,3.81,885.1,43.05079666639298,5.4,9.3,5,Summer,43.91
2025-05-22,Hyderabad,17.385,78.4867,33.6,69.03763510313435,2.77,734.3,26.844968315194535,0.8,9.0,5,Summer,36.54
2025-05-23,Kolkata,22.5726,88.3639,36.5,32.356878348543994,3.5,855.8,5.618495173173258,2.2,7.8,5,Summer,44.74
2025-05-24,Jaipur,26.9124,75.7873,35.8,27.92714095916702,4.45,943.3,0.0,1.2,4.9,5,Summer,47.33
2025-05-25,Pune,18.5204,73.8567,30.6,59.61365236486713,2.89,800.1,0.0,1.7,10.5,5,Summer,43.35
2025-05-26,Delhi,28.6139,77.209,32.8,32.71453684496609,3.32,715.3,12.679413197200336,1.0,7.9,5,Summer,36.73
2025-05-27,Pune,18.5204,73.8567,30.8,57.708231672386546,2.28,751.2,32.8584951855825,2.3,10.5,5,Summer,39.81
2025-05-28,Hyderabad,17.385,78.4867,30.4,55.56564544273413,4.16,612.7,8.504940396028466,3.2,7.9,5,Summer,32.13
2025-05-29,Kolkata,22.5726,88.3639,33.4,59.682096014120404,3.72,990.4,16.32289168450697,0.9,9.3,5,Summer,51.2
2025-05-30,Hyderabad,17.385,78.4867,30.2,32.746260897182474,4.52,1006.0,40.07352514665356,0.7,6.5,5,Summer,49.43
2025-05-31,Delhi,28.6139,77.209,18.2,42.94830538519823,2.95,658.4,37.48094764298276,0.3,10.8,5,Summer,32.74
2025-06-01,Chennai,13.0827,80.2707,28.1,40.47686359502979,2.87,628.2,44.410165476597584,1.5,7.3,6,Monsoon,31.25
2025-06-02,Kolkata,22.5726,88.3639,28.7,45.02684230827042,2.92,644.8,51.937124976938875,0.7,7.3,6,Monsoon,32.5
2025-06-03,Hyderabad,17.385,78.4867,31.4,42.248321789643605,1.73,714.3,23.365600728870543,1.0,8.3,6,Monsoon,34.17
2025-06-04,Chennai,13.0827,80.2707,34.1,58.20059679347807,6.34,687.8,29.074692501902888,0.2,10.4,6,Monsoon,36.48
2025-06-05,Hyderabad,17.385,78.4867,29.8,57.11246275196078,4.66,843.7,21.89627391786572,3.1,7.7,6,Monsoon,42.07
2025-06-06,Chennai,13.0827,80.2707,27.4,37.32719804313667,2.41,942.9,18.03826517384754,3.6,5.4,6,Monsoon,44.64
2025-06-07,Delhi,28.6139,77.209,32.7,51.47539748238121,2.09,815.4,34.91298577087701,3.2,9.6,6,Monsoon,40.13
2025-06-08,Pune,18.5204,73.8567,29.8,60.50656650079838,3.67,606.2,1.2598063295895336,1.2,9.8,6,Monsoon,32.21
2025-06-09,Jaipur,26.9124,75.7873,28.2,35.82442759440892,2.85,757.8,44.4339396973089,1.7,6.3,6,Monsoon,38.53
2025-06-10,Bangalore,12.9716,77.5946,27.2,35.77818713169607,3.03,813.1,47.6105655269825,2.6,10.9,6,Monsoon,42.23
2025-06-11,Hyderabad,17.385,78.4867,19.1,35.10528608083996,4.19,611.3,40.41592467718188,2.9,8.0,6,Monsoon,29.47
2025-06-12,Delhi,28.6139,77.209,30.9,57.93727502940682,4.45,766.4,20.321507735739598,0.9,9.9,6,Monsoon,38.1
2025-06-13,Chennai,13.0827,80.2707,27.9,43.736730046398534,4.47,563.5,43.02679897944099,4.4,9.8,6,Monsoon,28.67
2025-06-14,Bangalore,12.9716,77.5946,33.0,56.12129062561136,2.11,607.4,22.625027579760474,2.3,10.6,6,Monsoon,31.15
2025-06-15,Kolkata,22.5726,88.3639,31.6,11.747281705670979,4.48,707.1,0.0,1.2,4.8,6,Monsoon,37.05
2025-06-16,Pune,18.5204,73.8567,25.1,81.56669707126352,2.32,481.0,14.684435322207708,2.3,7.6,6,Monsoon,25.45
2025-06-17,Ahmedabad,23.0225,72.5714,35.3,70.17663499512634,5.79,804.3,20.307886614878967,4.8,7.5,6,Monsoon,39.94
2025-06-18,Hyderabad,17.385,78.4867,28.8,43.7082554215302,1.86,609.9,9.758617789919525,2.0,3.6,6,Monsoon,31.0
2025-06-19,Hyderabad,17.385,78.4867,26.2,68.30013046175014,2.1,592.4,45.02721540809882,0.3,6.4,6,Monsoon,28.0
2025-06-20,Chennai,13.0827,80.2707,21.8,51.612311076976155,3.52,820.8,0.0,2.6,10.0,6,Monsoon,43.76
2025-06-21,Ahmedabad,23.0225,72.5714,31.8,55.29750798691923,3.21,842.1,24.07244678963423,3.4,8.0,6,Monsoon,44.23
2025-06-22,Kolkata,22.5726,88.3639,32.5,45.309691223506846,3.71,713.3,44.12911116351247,4.0,12.0,6,Monsoon,36.96
2025-06-23,Delhi,28.6139,77.209,31.7,37.35225849053477,3.86,728.4,15.948885729564598,1.6,4.8,6,Monsoon,35.27
2025-06-24,Chennai,13.0827,80.2707,29.0,48.73067473094556,3.01,564.5,2.894997150568205,2.9,11.9,6,Monsoon,29.13
2025-06-25,Hyderabad,17.385,78.4867,32.1,40.14271273152312,0.62,471.9,33.03688452717829,0.8,10.6,6,Monsoon,25.95
2025-06-26,Ahmedabad,23.0225,72.5714,26.1,45.836939886197335,3.47,887.6,23.650143217144272,2.4,6.0,6,Monsoon,44.62
2025-06-27,Chennai,13.0827,80.2707,21.1,38.35788706437883,4.43,760.4,17.281886499406582,1.3,6.8,6,Monsoon,37.32
2025-06-28,Jaipur,26.9124,75.7873,14.6,44.70755870224444,4.03,934.3,11.957953232458758,1.9,10.0,6,Monsoon,47.23
2025-06-29,Ahmedabad,23.0225,72.5714,31.3,32.7968000829749,4.17,608.4,15.128913367031249,0.8,7.5,6,Monsoon,29.5
2025-06-30,Chennai,13.0827,80.2707,29.4,26.26312316498347,3.82,699.0,32.01261640961643,2.0,6.0,6,Monsoon,33.46
2025-07-01,Pune,18.5204,73.8567,24.0,30.18860427660246,4.28,648.5,30.828242664154544,1.8,9.3,7,Monsoon,32.26
2025-07-02,Jaipur,26.9124,75.7873,35.9,67.40480841125797,2.05,890.9,1.2174966259087512,0.6,11.4,7,Monsoon,46.27
2025-07-03,Pune,18.5204,73.8567,20.5,68.39860581935326,3.41,846.8,31.25696164852686,3.1,9.3,7,Monsoon,43.97
2025-07-04,Delhi,28.6139,77.209,34.0,10.472964315751035,3.5,754.3,15.182027573672961,2.1,5.5,7,Monsoon,39.18
2025-07-05,Jaipur,26.9124,75.7873,27.3,49.03419269769302,4.49,794.9,36.395377032024086,0.5,11.7,7,Monsoon,39.84
2025-07-06,Kolkata,22.5726,88.3639,26.1,47.20702326736979,3.2,718.2,10.919090649214015,2.9,8.3,7,Monsoon,36.14
2025-07-07,Ahmedabad,23.0225,72.5714,33.1,53.2286248549868,1.54,757.9,26.743626466655346,1.4,8.7,7,Monsoon,36.77
2025-07-08,Hyderabad,17.385,78.4867,22.0,61.20063822836609,4.2,740.4,32.9504765694152,0.8,5.2,7,Monsoon,35.86
2025-07-09,Hyderabad,17.385,78.4867,30.5,46.949702668488186,3.51,853.7,7.651736493895164,2.8,9.5,7,Monsoon,44.89
2025-07-10,Kolkata,22.5726,88.3639,30.8,25.000841892153968,3.52,711.5,18.380736786663057,1.6,6.2,7,Monsoon,36.93
2025-07-11,Hyderabad,17.385,78.4867,35.4,32.54098262734705,3.9,654.3,24.09881621450518,0.6,9.2,7,Monsoon,34.31
2025-07-12,Kolkata,22.5726,88.3639,36.6,27.59299608877004,5.85,920.7,21.826213874130097,2.2,4.8,7,Monsoon,45.49
2025-07-13,Kolkata,22.5726,88.3639,28.6,58.409643427250884,2.88,960.8,29.57759449319447,5.1,7.4,7,Monsoon,49.08
2025-07-14,Hyderabad,17.385,78.4867,22.9,38.52257521252364,3.1,739.3,12.804249768605423,4.5,8.3,7,Monsoon,37.96
2025-07-15,Kolkata,22.5726,88.3639,31.6,43.768600271615874,1.99,877.8,25.326328404227294,1.2,8.9,7,Monsoon,44.15
2025-07-16,Delhi,28.6139,77.209,33.3,59.848328095984975,3.84,640.4,37.56412073480937,0.5,6.9,7,Monsoon,32.2
2025-07-17,Kolkata,22.5726,88.3639,24.0,66.63496461545093,2.96,717.5,0.0,3.2,8.5,7,Monsoon,36.93
2025-07-18,Bangalore,12.9716,77.5946,25.2,82.60720100655712,3.57,641.9,0.0,0.4,6.5,7,Monsoon,32.93
2025-07-19,Jaipur,26.9124,75.7873,27.6,37.35713411596583,3.06,732.1,15.28941494416709,1.7,12.0,7,Monsoon,39.26
2025-07-20,Delhi,28.6139,77.209,30.9,40.49599548202848,3.6,792.0,0.0,2.3,9.0,7,Monsoon,41.4
2025-07-21,Pune,18.5204,73.8567,35.5,60.517933887089725,2.5,683.5,24.365577340938952,0.9,10.1,7,Monsoon,34.42
2025-07-22,Delhi,28.6139,77.209,28.7,53.02739064288083,3.83,760.9,34.24534451293693,1.7,7.4,7,Monsoon,38.94
2025-07-23,Chennai,13.0827,80.2707,31.2,40.905976082370636,4.32,815.8,31.478033064892514,3.0,8.0,7,Monsoon,41.29
2025-07-24,Delhi,28.6139,77.209,31.1,67.64651719701723,3.0,676.0,35.787291741673215,2.2,6.2,7,Monsoon,34.45
2025-07-25,Bangalore,12.9716,77.5946,21.6,34.668877930643376,0.52,674.3,36.28770508128649,2.5,8.0,7,Monsoon,34.49
2025-07-26,Kolkata,22.5726,88.3639,38.6,48.729455960044604,3.15,753.6,42.73775763572064,0.0,7.2,7,Monsoon,37.95
2025-07-27,Hyderabad,17.385,78.4867,38.4,43.50033861082613,3.23,715.3,38.64250998401975,4.3,11.4,7,Monsoon,37.39
2025-07-28,Chennai,13.0827,80.2707,30.4,55.21923799766738,2.92,741.4,9.716402191456178,3.9,10.0,7,Monsoon,38.11
2025-07-29,Kolkata,22.5726,88.3639,28.2,35.2111831848472,1.91,821.1,42.588634955401204,1.5,7.8,7,Monsoon,41.25
2025-07-30,Hyderabad,17.385,78.4867,36.1,38.64521716066222,3.64,829.7,20.720997171833755,1.4,9.1,7,Monsoon,42.31
2025-07-31,Chennai,13.0827,80.2707,31.8,56.74563064543152,2.79,775.7,52.96337338131885,4.6,7.2,7,Monsoon,38.34
2025-08-01,Kolkata,22.5726,88.3639,31.6,47.2260811689691,3.02,735.3,25.16988719126763,0.4,9.5,8,Monsoon,37.08
2025-08-02,Kolkata,22.5726,88.3639,22.7,72.1221797566889,2.71,641.7,23.397652244958223,0.8,9.5,8,Monsoon,34.61
2025-08-03,Kolkata,22.5726,88.3639,35.9,49.46815015244642,2.02,807.3,21.578053362687776,2.9,6.9,8,Monsoon,39.96
2025-08-04,Hyderabad,17.385,78.4867,22.4,68.7321562226792,3.97,658.9,29.84028520922868,1.3,7.4,8,Monsoon,33.49
2025-08-05,Kolkata,22.5726,88.3639,29.4,22.904166779949218,2.43,846.0,8.92285652935622,0.1,7.5,8,Monsoon,42.16
2025-08-06,Jaipur,26.9124,75.7873,29.3,34.29947247892751,3.34,739.3,21.603980684485485,0.5,10.9,8,Monsoon,37.48
2025-08-07,Jaipur,26.9124,75.7873,33.4,34.8479846304301,4.39,917.1,45.60910389066663,0.3,6.9,8,Monsoon,46.88
2025-08-08,Kolkata,22.5726,88.3639,32.0,69.26600743384269,3.25,894.8,21.65328488303822,0.5,8.6,8,Monsoon,45.45
2025-08-09,Jaipur,26.9124,75.7873,29.1,76.85039023974706,2.56,641.6,7.822809817321616,0.6,8.8,8,Monsoon,34.71
2025-08-10,Ahmedabad,23.0225,72.5714,31.9,32.202427114469295,4.38,729.9,12.378171091174503,2.4,7.6,8,Monsoon,38.88
2025-08-11,Delhi,28.6139,77.209,31.7,32.810098024632495,4.78,628.2,45.95999511812023,5.8,10.6,8,Monsoon,31.71
2025-08-12,Chennai,13.0827,80.2707,34.8,51.434237204957405,3.79,800.7,37.5407129039414,0.1,6.2,8,Monsoon,41.18
2025-08-13,Ahmedabad,23.0225,72.5714,31.5,26.981645136392977,1.91,681.3,48.62817388051889,1.7,9.4,8,Monsoon,35.63
2025-08-14,Pune,18.5204,73.8567,33.9,47.420020566007025,3.56,690.7,3.145985046337252,0.5,7.1,8,Monsoon,35.8
2025-08-15,Hyderabad,17.385,78.4867,32.6,50.988333932699284,2.36,687.8,6.507226920950458,1.6,9.5,8,Monsoon,36.21
2025-08-16,Hyderabad,17.385,78.4867,28.9,52.89632303284686,3.59,637.2,12.435341041913476,3.1,7.6,8,Monsoon,32.64
2025-08-17,Pune,18.5204,73.8567,27.0,48.305304355803216,3.64,754.2,26.036859958504145,2.0,8.2,8,Monsoon,39.0
2025-08-18,Kolkata,22.5726,88.3639,28.7,25.74664123911211,3.88,640.2,40.217231781009744,3.2,11.1,8,Monsoon,33.33
